"target_id" "identifiers" "length" "eff_length" "est_counts" "tpm" "Entry.name" "Status" "Protein.names" "Gene.names" "Organism" "Length" "Gene.ontology..biological.process." "Gene.ontology..cellular.component." "Gene.ontology..GO." "Gene.ontology..molecular.function." "Gene.ontology.IDs"
"54292" "TRINITY_DN176517_c2_g1_i2" "P23398" 308 138.402 11.6894 1242.81 "UBIQP_STRPU" "reviewed" "Polyubiquitin [Cleaved into: Ubiquitin] (Fragment)" "" "Strongylocentrotus purpuratus (Purple sea urchin)" 133 "" "cytoplasm [GO:0005737]; nucleus [GO:0005634]" "cytoplasm [GO:0005737]; nucleus [GO:0005634]" "" "GO:0005634; GO:0005737"
"29923" "TRINITY_DN14197_c0_g1_i19" "P24844" 3333 3150.52 11.5333 53.8672 "MYL9_HUMAN" "reviewed" "Myosin regulatory light polypeptide 9 (20 kDa myosin light chain) (LC20) (MLC-2C) (Myosin RLC) (Myosin regulatory light chain 2, smooth muscle isoform) (Myosin regulatory light chain 9) (Myosin regulatory light chain MRLC1)" "MYL9 MLC2 MRLC1 MYRL2" "Homo sapiens (Human)" 172 "platelet aggregation [GO:0070527]; regulation of muscle contraction [GO:0006937]" "cell cortex [GO:0005938]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; stress fiber [GO:0001725]; Z disc [GO:0030018]" "cell cortex [GO:0005938]; cytosol [GO:0005829]; muscle myosin complex [GO:0005859]; stress fiber [GO:0001725]; Z disc [GO:0030018]; calcium ion binding [GO:0005509]; myosin heavy chain binding [GO:0032036]; structural constituent of muscle [GO:0008307]; platelet aggregation [GO:0070527]; regulation of muscle contraction [GO:0006937]" "calcium ion binding [GO:0005509]; myosin heavy chain binding [GO:0032036]; structural constituent of muscle [GO:0008307]" "GO:0001725; GO:0005509; GO:0005829; GO:0005859; GO:0005938; GO:0006937; GO:0008307; GO:0030018; GO:0032036; GO:0070527"
"43310" "TRINITY_DN5059_c1_g1_i1" "Q6GP28" 5791 5608.52 11.5063 30.1886 "SRPX2_XENLA" "reviewed" "Sushi repeat-containing protein SRPX2" "srpx2" "Xenopus laevis (African clawed frog)" 458 "angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of synapse assembly [GO:0051965]" "cell surface [GO:0009986]; cytoplasm [GO:0005737]; excitatory synapse [GO:0060076]; extracellular region [GO:0005576]; synaptic membrane [GO:0097060]" "cell surface [GO:0009986]; cytoplasm [GO:0005737]; excitatory synapse [GO:0060076]; extracellular region [GO:0005576]; synaptic membrane [GO:0097060]; angiogenesis [GO:0001525]; cell adhesion [GO:0007155]; positive regulation of cell migration involved in sprouting angiogenesis [GO:0090050]; positive regulation of synapse assembly [GO:0051965]" "" "GO:0001525; GO:0005576; GO:0005737; GO:0007155; GO:0009986; GO:0051965; GO:0060076; GO:0090050; GO:0097060"
"10350" "TRINITY_DN16968_c0_g1_i4" "P49951" 8715 8532.52 11.459 19.7617 "CLH1_BOVIN" "reviewed" "Clathrin heavy chain 1" "CLTC" "Bos taurus (Bovine)" 1675 "amyloid-beta clearance by transcytosis [GO:0150093]; autophagy [GO:0006914]; cell division [GO:0051301]; clathrin coat assembly [GO:0048268]; clathrin-dependent endocytosis [GO:0072583]; intracellular protein transport [GO:0006886]; mitotic cell cycle [GO:0000278]; negative regulation of hyaluronan biosynthetic process [GO:1900126]; negative regulation of protein localization to plasma membrane [GO:1903077]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of mitotic spindle organization [GO:0060236]; retrograde transport, endosome to Golgi [GO:0042147]; transferrin transport [GO:0033572]" "clathrin-coated endocytic vesicle [GO:0045334]; clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin complex [GO:0071439]; cytosol [GO:0005829]; endosome [GO:0005768]; lysosome [GO:0005764]; melanosome [GO:0042470]; membrane coat [GO:0030117]; mitochondrion [GO:0005739]; mitotic spindle microtubule [GO:1990498]; spindle [GO:0005819]" "clathrin coat of coated pit [GO:0030132]; clathrin coat of trans-Golgi network vesicle [GO:0030130]; clathrin complex [GO:0071439]; clathrin-coated endocytic vesicle [GO:0045334]; cytosol [GO:0005829]; endosome [GO:0005768]; lysosome [GO:0005764]; melanosome [GO:0042470]; membrane coat [GO:0030117]; mitochondrion [GO:0005739]; mitotic spindle microtubule [GO:1990498]; spindle [GO:0005819]; arrestin family protein binding [GO:1990763]; clathrin light chain binding [GO:0032051]; disordered domain specific binding [GO:0097718]; double-stranded RNA binding [GO:0003725]; identical protein binding [GO:0042802]; low-density lipoprotein particle receptor binding [GO:0050750]; protein domain specific binding [GO:0019904]; structural molecule activity [GO:0005198]; ubiquitin-specific protease binding [GO:1990381]; amyloid-beta clearance by transcytosis [GO:0150093]; autophagy [GO:0006914]; cell division [GO:0051301]; clathrin coat assembly [GO:0048268]; clathrin-dependent endocytosis [GO:0072583]; intracellular protein transport [GO:0006886]; mitotic cell cycle [GO:0000278]; negative regulation of hyaluronan biosynthetic process [GO:1900126]; negative regulation of protein localization to plasma membrane [GO:1903077]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of mitotic spindle organization [GO:0060236]; retrograde transport, endosome to Golgi [GO:0042147]; transferrin transport [GO:0033572]" "arrestin family protein binding [GO:1990763]; clathrin light chain binding [GO:0032051]; disordered domain specific binding [GO:0097718]; double-stranded RNA binding [GO:0003725]; identical protein binding [GO:0042802]; low-density lipoprotein particle receptor binding [GO:0050750]; protein domain specific binding [GO:0019904]; structural molecule activity [GO:0005198]; ubiquitin-specific protease binding [GO:1990381]" "GO:0000278; GO:0003725; GO:0005198; GO:0005739; GO:0005764; GO:0005768; GO:0005819; GO:0005829; GO:0006886; GO:0006898; GO:0006914; GO:0019904; GO:0030117; GO:0030130; GO:0030132; GO:0031623; GO:0032051; GO:0033572; GO:0042147; GO:0042470; GO:0042802; GO:0045334; GO:0048268; GO:0050750; GO:0051301; GO:0060236; GO:0071439; GO:0072583; GO:0097718; GO:0150093; GO:1900126; GO:1903077; GO:1990381; GO:1990498; GO:1990763"
"35116" "TRINITY_DN7032_c0_g1_i6" "P30883" 1154 971.522 11.2452 170.321 "TBB4_XENLA" "reviewed" "Tubulin beta-4 chain" "tubb4" "Xenopus laevis (African clawed frog)" 445 "microtubule-based process [GO:0007017]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]" "GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]" "GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017"
"33144" "TRINITY_DN563_c0_g1_i5" "P25007" 1016 833.522 11.1815 197.394 "PPIA_DROME" "reviewed" "Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (Cyclosporin A-binding protein) (Rotamase)" "Cyp1 Cyp-1 CG9916" "Drosophila melanogaster (Fruit fly)" 227 "protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nucleus [GO:0005634]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]" "cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]" "GO:0000413; GO:0003755; GO:0005634; GO:0005737; GO:0005829; GO:0006457; GO:0016018; GO:0043231"
"26811" "TRINITY_DN11183_c0_g1_i4" "P27075" 498 316.945 11.0156 511.42 "RL44_CANTR" "reviewed" "60S ribosomal protein L44 (60S ribosomal protein L41)" "RPL44 CTL41 RIM-C RPL41" "Candida tropicalis (Yeast)" 106 "response to antibiotic [GO:0046677]; response to cycloheximide [GO:0046898]; translation [GO:0006412]" "ribosome [GO:0005840]" "ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; response to antibiotic [GO:0046677]; response to cycloheximide [GO:0046898]; translation [GO:0006412]" "structural constituent of ribosome [GO:0003735]" "GO:0003735; GO:0005840; GO:0006412; GO:0046677; GO:0046898"
"37253" "TRINITY_DN1568_c10_g1_i1" "Q9IA76" 748 565.716 11.0087 286.346 "RL31_PAROL" "reviewed" "60S ribosomal protein L31" "rpl31" "Paralichthys olivaceus (Bastard halibut) (Hippoglossus olivaceus)" 124 "translation [GO:0006412]" "ribosome [GO:0005840]" "ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]" "structural constituent of ribosome [GO:0003735]" "GO:0003735; GO:0005840; GO:0006412"
"2210" "TRINITY_DN70527_c0_g2_i1" "Q13351" 3405 3222.52 11 50.2285 "KLF1_HUMAN" "reviewed" "Krueppel-like factor 1 (Erythroid krueppel-like transcription factor) (EKLF)" "KLF1 EKLF" "Homo sapiens (Human)" 362 "cellular response to peptide [GO:1901653]; erythrocyte differentiation [GO:0030218]; maternal process involved in female pregnancy [GO:0060135]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription by RNA polymerase II [GO:0006357]" "chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]" "chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription cis-regulatory region binding [GO:0000976]; cellular response to peptide [GO:1901653]; erythrocyte differentiation [GO:0030218]; maternal process involved in female pregnancy [GO:0060135]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of transcription, DNA-templated [GO:0006355]" "cis-regulatory region sequence-specific DNA binding [GO:0000987]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; transcription cis-regulatory region binding [GO:0000976]" "GO:0000785; GO:0000976; GO:0000978; GO:0000981; GO:0000987; GO:0003700; GO:0005634; GO:0005654; GO:0006355; GO:0006357; GO:0030218; GO:0045893; GO:0046872; GO:0060135; GO:1901653"
"4786" "TRINITY_DN16330_c0_g1_i1" "Q5REU4" 3076 2893.52 11 55.9396 "SND1_PONAB" "reviewed" "Staphylococcal nuclease domain-containing protein 1 (EC 3.1.31.1) (100 kDa coactivator) (p100 co-activator)" "SND1" "Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)" 910 "gene silencing by RNA [GO:0031047]" "melanosome [GO:0042470]; nucleus [GO:0005634]; RISC complex [GO:0016442]" "melanosome [GO:0042470]; nucleus [GO:0005634]; RISC complex [GO:0016442]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; gene silencing by RNA [GO:0031047]" "endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]" "GO:0003676; GO:0004519; GO:0005634; GO:0016442; GO:0031047; GO:0042470"
"16039" "TRINITY_DN51980_c0_g2_i2" "P55954" 910 727.522 11 222.485 "COX5A_CAEEL" "reviewed" "Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)" "cox-5A cco-2 Y37D8A.14" "Caenorhabditis elegans" 174 "mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]" "mitochondrial respiratory chain complex IV [GO:0005751]" "mitochondrial respiratory chain complex IV [GO:0005751]; cytochrome-c oxidase activity [GO:0004129]; metal ion binding [GO:0046872]; mitochondrial electron transport, cytochrome c to oxygen [GO:0006123]" "cytochrome-c oxidase activity [GO:0004129]; metal ion binding [GO:0046872]" "GO:0004129; GO:0005751; GO:0006123; GO:0046872"
"21260" "TRINITY_DN10718_c1_g1_i1" "Q5JVL4" 2756 2573.52 11 62.8953 "EFHC1_HUMAN" "reviewed" "EF-hand domain-containing protein 1 (Myoclonin-1)" "EFHC1" "Homo sapiens (Human)" 640 "cerebral cortex cell migration [GO:0021795]; cilium-dependent cell motility [GO:0060285]; mitotic cytokinesis [GO:0000281]; mitotic spindle organization [GO:0007052]; regulation of cell division [GO:0051302]" "axoneme [GO:0005930]; centrosome [GO:0005813]; mitotic spindle [GO:0072686]; neuronal cell body [GO:0043025]; spindle pole [GO:0000922]" "axoneme [GO:0005930]; centrosome [GO:0005813]; mitotic spindle [GO:0072686]; neuronal cell body [GO:0043025]; spindle pole [GO:0000922]; alpha-tubulin binding [GO:0043014]; calcium ion binding [GO:0005509]; protein C-terminus binding [GO:0008022]; cerebral cortex cell migration [GO:0021795]; cilium-dependent cell motility [GO:0060285]; mitotic cytokinesis [GO:0000281]; mitotic spindle organization [GO:0007052]; regulation of cell division [GO:0051302]" "alpha-tubulin binding [GO:0043014]; calcium ion binding [GO:0005509]; protein C-terminus binding [GO:0008022]" "GO:0000281; GO:0000922; GO:0005509; GO:0005813; GO:0005930; GO:0007052; GO:0008022; GO:0021795; GO:0043014; GO:0043025; GO:0051302; GO:0060285; GO:0072686"
"42092" "TRINITY_DN361_c0_g3_i1" "Q8VE97" 2977 2794.52 11 57.9213 "SRSF4_MOUSE" "reviewed" "Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)" "Srsf4 Sfrs4 MNCb-2616" "Mus musculus (Mouse)" 489 "hematopoietic progenitor cell differentiation [GO:0002244]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]" "nuclear speck [GO:0016607]; nucleus [GO:0005634]" "nuclear speck [GO:0016607]; nucleus [GO:0005634]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]; hematopoietic progenitor cell differentiation [GO:0002244]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of mRNA splicing, via spliceosome [GO:0048025]" "mRNA binding [GO:0003729]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]" "GO:0000398; GO:0002244; GO:0003723; GO:0003729; GO:0005634; GO:0016607; GO:0048025; GO:1990825"
"49252" "TRINITY_DN8483_c0_g1_i5" "Q5TCS8" 5846 5663.52 11 28.5798 "KAD9_HUMAN" "reviewed" "Adenylate kinase 9 (AK 9) (EC 2.7.4.4) (EC 2.7.4.6) (Adenylate kinase domain-containing protein 1) (Adenylate kinase domain-containing protein 2)" "AK9 AKD1 AKD2 C6orf199 C6orf224" "Homo sapiens (Human)" 1911 "AMP phosphorylation [GO:0006756]; ATP generation from ADP [GO:0006757]; CDP phosphorylation [GO:0061508]; CMP phosphorylation [GO:0061566]; dADP phosphorylation [GO:0006174]; dAMP phosphorylation [GO:0061565]; dCDP phosphorylation [GO:0061570]; dCMP phosphorylation [GO:0061567]; dGDP phosphorylation [GO:0006186]; GDP phosphorylation [GO:0061568]; TDP phosphorylation [GO:0061571]; UDP phosphorylation [GO:0061569]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; nucleoside monophosphate kinase activity [GO:0050145]; AMP phosphorylation [GO:0006756]; ATP generation from ADP [GO:0006757]; CDP phosphorylation [GO:0061508]; CMP phosphorylation [GO:0061566]; dADP phosphorylation [GO:0006174]; dAMP phosphorylation [GO:0061565]; dCDP phosphorylation [GO:0061570]; dCMP phosphorylation [GO:0061567]; dGDP phosphorylation [GO:0006186]; GDP phosphorylation [GO:0061568]; TDP phosphorylation [GO:0061571]; UDP phosphorylation [GO:0061569]" "adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; nucleoside monophosphate kinase activity [GO:0050145]" "GO:0004017; GO:0004550; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006174; GO:0006186; GO:0006756; GO:0006757; GO:0031965; GO:0050145; GO:0061508; GO:0061565; GO:0061566; GO:0061567; GO:0061568; GO:0061569; GO:0061570; GO:0061571"
"57640" "TRINITY_DN210076_c0_g1_i1" "Q94516" 1464 1281.52 11 126.305 "AT5F1_DROME" "reviewed" "ATP synthase subunit b, mitochondrial (ATPase subunit b) (FO-ATP synthase subunit b)" "ATPsynB ATPsyn-b ATPsyn-beta CG8189" "Drosophila melanogaster (Fruit fly)" 243 "ATP synthesis coupled proton transport [GO:0015986]; proton transmembrane transport [GO:1902600]" "mitochondrial proton-transporting ATP synthase, stator stalk [GO:0000274]; mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrion [GO:0005739]" "mitochondrial proton-transporting ATP synthase complex, coupling factor F(o) [GO:0000276]; mitochondrial proton-transporting ATP synthase, stator stalk [GO:0000274]; mitochondrion [GO:0005739]; proton transmembrane transporter activity [GO:0015078]; ATP synthesis coupled proton transport [GO:0015986]; proton transmembrane transport [GO:1902600]" "proton transmembrane transporter activity [GO:0015078]" "GO:0000274; GO:0000276; GO:0005739; GO:0015078; GO:0015986; GO:1902600"
"53698" "TRINITY_DN117864_c0_g1_i5" "Q03017" 2868 2685.52 10.9997 60.2704 "CACT_DROME" "reviewed" "NF-kappa-B inhibitor cactus" "cact CG5848" "Drosophila melanogaster (Fruit fly)" 500 "antimicrobial humoral response [GO:0019730]; cytoplasmic sequestering of NF-kappaB [GO:0007253]; dorsal/ventral axis specification [GO:0009950]; dorsal/ventral pattern formation [GO:0009953]; dorsal appendage formation [GO:0046843]; negative regulation of antifungal peptide production [GO:0002789]; negative regulation of hemocyte differentiation [GO:0045611]; negative regulation of Toll signaling pathway [GO:0045751]; nervous system development [GO:0007399]; oogenesis [GO:0048477]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; neuromuscular junction [GO:0031594]; subsynaptic reticulum [GO:0071212]" "cytoplasm [GO:0005737]; cytosol [GO:0005829]; neuromuscular junction [GO:0031594]; subsynaptic reticulum [GO:0071212]; NF-kappaB binding [GO:0051059]; antimicrobial humoral response [GO:0019730]; cytoplasmic sequestering of NF-kappaB [GO:0007253]; dorsal appendage formation [GO:0046843]; dorsal/ventral axis specification [GO:0009950]; dorsal/ventral pattern formation [GO:0009953]; negative regulation of antifungal peptide production [GO:0002789]; negative regulation of hemocyte differentiation [GO:0045611]; negative regulation of Toll signaling pathway [GO:0045751]; nervous system development [GO:0007399]; oogenesis [GO:0048477]" "NF-kappaB binding [GO:0051059]" "GO:0002789; GO:0005737; GO:0005829; GO:0007253; GO:0007399; GO:0009950; GO:0009953; GO:0019730; GO:0031594; GO:0045611; GO:0045751; GO:0046843; GO:0048477; GO:0051059; GO:0071212"
"19705" "TRINITY_DN12360_c0_g1_i2" "Q9GP32" 4387 4204.52 10.9531 38.3331 "ALF_ECHMU" "reviewed" "Fructose-bisphosphate aldolase (EC 4.1.2.13)" "FBPA" "Echinococcus multilocularis (Fox tapeworm)" 363 "glycolytic process [GO:0006096]" "" "fructose-bisphosphate aldolase activity [GO:0004332]; glycolytic process [GO:0006096]" "fructose-bisphosphate aldolase activity [GO:0004332]" "GO:0004332; GO:0006096"
"25913" "TRINITY_DN19214_c0_g1_i6" "O01666" 1463 1280.52 10.8395 124.56 "ATPG_DROME" "reviewed" "ATP synthase subunit gamma, mitochondrial (F-ATPase gamma subunit)" "ATPsyngamma ATPsyn-gamma CG7610" "Drosophila melanogaster (Fruit fly)" 297 "ATP synthesis coupled proton transport [GO:0015986]" "mitochondrial proton-transporting ATP synthase, central stalk [GO:0005756]; mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) [GO:0000275]; mitochondrion [GO:0005739]" "mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1) [GO:0000275]; mitochondrial proton-transporting ATP synthase, central stalk [GO:0005756]; mitochondrion [GO:0005739]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; ATP synthesis coupled proton transport [GO:0015986]" "proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]" "GO:0000275; GO:0005739; GO:0005756; GO:0015986; GO:0046933"
"59349" "TRINITY_DN385218_c0_g1_i3" "P02552" 465 284.522 10.7498 555.95 "TBA1_CHICK" "reviewed" "Tubulin alpha-1 chain [Cleaved into: Detyrosinated tubulin alpha-1 chain] (Fragment)" "" "Gallus gallus (Chicken)" 412 "microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]; microtubule cytoskeleton organization [GO:0000226]; mitotic cell cycle [GO:0000278]" "GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]" "GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005874"
"10395" "TRINITY_DN42113_c0_g2_i2" "O01393" 5949 5766.52 10.6776 27.2465 "UNC9_CAEEL" "reviewed" "Innexin unc-9 (Uncoordinated protein 9)" "unc-9 R12H7.1" "Caenorhabditis elegans" 386 "ion transmembrane transport [GO:0034220]; positive regulation of locomotion [GO:0040017]" "cell-cell junction [GO:0005911]; gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]" "cell-cell junction [GO:0005911]; gap junction [GO:0005921]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; actin filament binding [GO:0051015]; gap junction channel activity [GO:0005243]; gap junction hemi-channel activity [GO:0055077]; ion transmembrane transport [GO:0034220]; positive regulation of locomotion [GO:0040017]" "actin filament binding [GO:0051015]; gap junction channel activity [GO:0005243]; gap junction hemi-channel activity [GO:0055077]" "GO:0005243; GO:0005886; GO:0005911; GO:0005921; GO:0016021; GO:0034220; GO:0040017; GO:0051015; GO:0055077"
"24173" "TRINITY_DN13730_c1_g2_i2" "Q99323" 6257 6074.52 10.2784 24.8981 "MYSN_DROME" "reviewed" "Myosin heavy chain, non-muscle (Myosin II) (Non-muscle MHC) (Zipper protein)" "zip CG15792" "Drosophila melanogaster (Fruit fly)" 2057 "anterior midgut development [GO:0007496]; border follicle cell migration [GO:0007298]; cellular response to mechanical stimulus [GO:0071260]; compartment boundary maintenance [GO:0060289]; cuticle pattern formation [GO:0035017]; dorsal closure [GO:0007391]; dorsal closure, amnioserosa morphology change [GO:0046664]; dorsal closure, leading edge cell differentiation [GO:0046663]; dorsal closure, spreading of leading edge cells [GO:0007395]; eye-antennal disc morphogenesis [GO:0007455]; head involution [GO:0008258]; imaginal disc-derived wing hair organization [GO:0035317]; left/right axis specification [GO:0070986]; maintenance of protein location in cell [GO:0032507]; Malpighian tubule morphogenesis [GO:0007443]; mitotic cytokinesis [GO:0000281]; morphogenesis of an epithelial fold [GO:0060571]; muscle contraction [GO:0006936]; myofibril assembly [GO:0030239]; myosin II filament assembly [GO:0031036]; positive regulation of border follicle cell migration [GO:1903688]; regulation of establishment of planar polarity [GO:0090175]; regulation of myoblast fusion [GO:1901739]; regulation of tube length, open tracheal system [GO:0035159]; salivary gland morphogenesis [GO:0007435]; sarcomere organization [GO:0045214]; sensory perception of sound [GO:0007605]; spiracle morphogenesis, open tracheal system [GO:0035277]; wound healing [GO:0042060]" "actomyosin contractile ring [GO:0005826]; apicomedial cortex [GO:0106037]; cell-cell contact zone [GO:0044291]; cell cortex [GO:0005938]; cell leading edge [GO:0031252]; cilium [GO:0005929]; cleavage furrow [GO:0032154]; cytosol [GO:0005829]; myosin II complex [GO:0016460]; Z disc [GO:0030018]" "actomyosin contractile ring [GO:0005826]; apicomedial cortex [GO:0106037]; cell cortex [GO:0005938]; cell leading edge [GO:0031252]; cell-cell contact zone [GO:0044291]; cilium [GO:0005929]; cleavage furrow [GO:0032154]; cytosol [GO:0005829]; myosin II complex [GO:0016460]; Z disc [GO:0030018]; actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; microfilament motor activity [GO:0000146]; myosin light chain binding [GO:0032027]; anterior midgut development [GO:0007496]; border follicle cell migration [GO:0007298]; cellular response to mechanical stimulus [GO:0071260]; compartment boundary maintenance [GO:0060289]; cuticle pattern formation [GO:0035017]; dorsal closure [GO:0007391]; dorsal closure, amnioserosa morphology change [GO:0046664]; dorsal closure, leading edge cell differentiation [GO:0046663]; dorsal closure, spreading of leading edge cells [GO:0007395]; eye-antennal disc morphogenesis [GO:0007455]; head involution [GO:0008258]; imaginal disc-derived wing hair organization [GO:0035317]; left/right axis specification [GO:0070986]; maintenance of protein location in cell [GO:0032507]; Malpighian tubule morphogenesis [GO:0007443]; mitotic cytokinesis [GO:0000281]; morphogenesis of an epithelial fold [GO:0060571]; muscle contraction [GO:0006936]; myofibril assembly [GO:0030239]; myosin II filament assembly [GO:0031036]; positive regulation of border follicle cell migration [GO:1903688]; regulation of establishment of planar polarity [GO:0090175]; regulation of myoblast fusion [GO:1901739]; regulation of tube length, open tracheal system [GO:0035159]; salivary gland morphogenesis [GO:0007435]; sarcomere organization [GO:0045214]; sensory perception of sound [GO:0007605]; spiracle morphogenesis, open tracheal system [GO:0035277]; wound healing [GO:0042060]" "actin filament binding [GO:0051015]; ATP binding [GO:0005524]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; microfilament motor activity [GO:0000146]; myosin light chain binding [GO:0032027]" "GO:0000146; GO:0000281; GO:0005516; GO:0005524; GO:0005826; GO:0005829; GO:0005929; GO:0005938; GO:0006936; GO:0007298; GO:0007391; GO:0007395; GO:0007435; GO:0007443; GO:0007455; GO:0007496; GO:0007605; GO:0008258; GO:0016460; GO:0030018; GO:0030239; GO:0031036; GO:0031252; GO:0032027; GO:0032154; GO:0032507; GO:0035017; GO:0035159; GO:0035277; GO:0035317; GO:0042060; GO:0042802; GO:0044291; GO:0045214; GO:0046663; GO:0046664; GO:0051015; GO:0060289; GO:0060571; GO:0070986; GO:0071260; GO:0090175; GO:0106037; GO:1901739; GO:1903688"
