"","target_id","gene","ctenidia","gonad","heart","juvenile","larvae","accessions","gene_id","gene_name","gene_description","alt_gene_description","all_GO_ids","BP_GO_ids","CC_GO_ids","MF_GO_ids","GOslim","Term"
"335","PGEN_.00g135180","PGEN_.00g135180",0,0,0,0,0.277087,"Q4ZJM9;B2RV40",239659,"C1ql4","Complement C1q-like protein 4","C1q and tumor necrosis factor-related protein 11","GO:0005581;GO:0005615;GO:0042802;GO:0070373;GO:0045599;GO:0048147","GO:0070373;GO:0045599;GO:0048147","GO:0005581;GO:0005615","GO:0042802","GO:0023052;GO:0030154","signaling;cell differentiation"
"336","PGEN_.00g135520","PGEN_.00g135520",0,0,0,0,63.083323,"Q9P0Z9;B3KNH0;Q96H28;Q9C070",51268,"PIPOX","Peroxisomal sarcosine oxidase","L-pipecolic acid oxidase","GO:0005829;GO:0005782;GO:0005777;GO:0050031;GO:0008115;GO:0033514;GO:0006554;GO:0046653","GO:0033514;GO:0006554;GO:0046653","GO:0005829;GO:0005782;GO:0005777","GO:0050031;GO:0008115","GO:0006520;GO:0006790;GO:0055086;GO:1901135;GO:0006520;GO:0006575","cellular amino acid metabolic process;sulfur compound metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process;cellular amino acid metabolic process;cellular modified amino acid metabolic process"
"337","PGEN_.00g135980","PGEN_.00g135980",0,0,0,0,0.412623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","PGEN_.00g136310","PGEN_.00g136310",0,0,0,0,0.111582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","PGEN_.00g136400","PGEN_.00g136400",0,0,0,0,0.058546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","PGEN_.00g136720","PGEN_.00g136720",0,0,0,0,2.406378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","PGEN_.00g136740","PGEN_.00g136740",0,0,0,0,0.134016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","PGEN_.00g137120","PGEN_.00g137120",0,0,0,0,0.134016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","PGEN_.00g138200","PGEN_.00g138200",0,0,0,0,1.261238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","PGEN_.00g138460","PGEN_.00g138460",0,0,0,0,59.126924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","PGEN_.00g138610","PGEN_.00g138610",0,0,0,0,3.590313,"P42662;Q587K6",NA,"","Astacin-like metalloendopeptidase","Quail hatching enzyme","GO:0060473;GO:0005737;GO:0005886;GO:0070001;GO:0070002;GO:0004222;GO:0008233;GO:0008270;GO:0007155;GO:0009566;GO:2000360;GO:0010954;GO:0060468","GO:0007155;GO:0009566;GO:2000360;GO:0010954;GO:0060468","GO:0060473;GO:0005737;GO:0005886","GO:0070001;GO:0070002;GO:0004222;GO:0008233;GO:0008270","GO:0022414;GO:0022414;GO:0051604;GO:0022414","reproductive process;reproductive process;protein maturation;reproductive process"
"346","PGEN_.00g138930","PGEN_.00g138930",0,0,0,0,0.030707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","PGEN_.00g139830","PGEN_.00g139830",0,0,0,0,0.171183,"Q27504",181713,"cah-3","Putative carbonic anhydrase 3","Carbonate dehydratase 3","GO:0005886;GO:0004089;GO:0016836;GO:0008270;GO:0006730","GO:0006730","GO:0005886","GO:0004089;GO:0016836;GO:0008270",NA,NA
"348","PGEN_.00g140390","PGEN_.00g140390",0,0,0,0,1.493784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","PGEN_.00g140920","PGEN_.00g140920",0,0,0,0,0.995563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","PGEN_.00g141000","PGEN_.00g141000",0,0,0,0,2.079833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","PGEN_.00g141110","PGEN_.00g141110",0,0,0,0,12.868697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","PGEN_.00g141550","PGEN_.00g141550",0,0,0,0,24.931131,"Q8BSL4",319415,"Hs3st5","Heparan sulfate glucosamine 3-O-sulfotransferase 5","Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 5","GO:0000139;GO:0016021;GO:0008467;GO:0015015;GO:0050819;GO:0006477;GO:0046596","GO:0015015;GO:0050819;GO:0006477;GO:0046596","GO:0000139;GO:0016021","GO:0008467","GO:1901135;GO:0006790","carbohydrate derivative metabolic process;sulfur compound metabolic process"
"353","PGEN_.00g141610","PGEN_.00g141610",0,0,0,0,2.277818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","PGEN_.00g142420","PGEN_.00g142420",0,0,0,0,43.765336,"P22897;A5PKW3;Q5VSJ2;Q5VSK2",4360,"MRC1","Macrophage mannose receptor 1","CD206","GO:0009986;GO:0010008;GO:0005887;GO:0005886;GO:0038024;GO:0005537;GO:0038023;GO:0004888;GO:0001618;GO:0071346;GO:0071353;GO:0071222;GO:0006898","GO:0071346;GO:0071353;GO:0071222;GO:0006898","GO:0009986;GO:0010008;GO:0005887;GO:0005886","GO:0038024;GO:0005537;GO:0038023;GO:0004888;GO:0001618","GO:0002376;GO:0098542;GO:0016192","immune system process;defense response to other organism;vesicle-mediated transport"
"355","PGEN_.00g143720","PGEN_.00g143720",0,0,0,0,0.170207,"Q66H10;Q498T6",303287,"Fbxo39","F-box only protein 39","Protein FAM33A","GO:0019005;GO:0031146","GO:0031146","GO:0019005","","GO:0030163","protein catabolic process"
"356","PGEN_.00g143880","PGEN_.00g143880",0,0,0,0,0.377234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","PGEN_.00g144050","PGEN_.00g144050",0,0,0,0,0.10359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","PGEN_.00g144100","PGEN_.00g144100",0,0,0,0,139.760473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","PGEN_.00g144250","PGEN_.00g144250",0,0,0,0,0.470427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","PGEN_.00g144310","PGEN_.00g144310",0,0,0,0,1.308354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","PGEN_.00g144430","PGEN_.00g144430",0,0,0,0,0.138006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","PGEN_.00g145830","PGEN_.00g145830",0,0,0,0,0.102921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","PGEN_.00g146080","PGEN_.00g146080",0,0,0,0,1.217376,"P49579",NA,"chrnb1","Acetylcholine receptor subunit beta","Ghrelin receptor","GO:0016021;GO:0045211;GO:0022848;GO:0004888","","GO:0016021;GO:0045211","GO:0022848;GO:0004888",NA,NA
"364","PGEN_.00g146710","PGEN_.00g146710",0,0,0,0,0.954597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","PGEN_.00g147270","PGEN_.00g147270",0,0,0,0,1.901173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","PGEN_.00g147400","PGEN_.00g147400",0,0,0,0,0.409113,"P55066;Q6P1E3;Q8C4F8",13004,"Ncan","Neurocan core protein","Chondroitin sulfate proteoglycan 3","GO:0031012;GO:0005576;GO:0072534;GO:0005886;GO:0045202;GO:0005509;GO:0030246;GO:0005540;GO:0007155;GO:0007417;GO:0051823;GO:0001501","GO:0007155;GO:0007417;GO:0051823;GO:0001501","GO:0031012;GO:0005576;GO:0072534;GO:0005886;GO:0045202","GO:0005509;GO:0030246;GO:0005540","GO:0048856;GO:0034330;GO:0048856","anatomical structure development;cell junction organization;anatomical structure development"
"367","PGEN_.00g147490","PGEN_.00g147490",0,0,0,0,18.067493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","PGEN_.00g147740","PGEN_.00g147740",0,0,0,0,0.108607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","PGEN_.00g147840","PGEN_.00g147840",0,0,0,0,0.127657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","PGEN_.00g148080","PGEN_.00g148080",0,0,0,0,0.114799,"P15305",NA,"","Dynein heavy chain","ATP synthase subunit b","GO:0005737;GO:0030286;GO:0005874;GO:0031514","","GO:0005737;GO:0030286;GO:0005874;GO:0031514","",NA,NA
"371","PGEN_.00g148880","PGEN_.00g148880",0,0,0,0,0.055288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","PGEN_.00g148930","PGEN_.00g148930",0,0,0,0,1.715411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","PGEN_.00g149280","PGEN_.00g149280",0,0,0,0,0.295515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","PGEN_.00g149390","PGEN_.00g149390",0,0,0,0,0.453409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","PGEN_.00g150300","PGEN_.00g150300",0,0,0,0,0.40983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","PGEN_.00g150870","PGEN_.00g150870",0,0,0,0,6.348105,"Q91XQ5;Q80TW4;Q8BLQ5;Q9D2N6",77590,"Chst15","Carbohydrate sulfotransferase 15","N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase","GO:0000139;GO:0016021;GO:0050656;GO:0050659;GO:0019319","GO:0019319","GO:0000139;GO:0016021","GO:0050656;GO:0050659","GO:0005975","carbohydrate metabolic process"
"377","PGEN_.00g151910","PGEN_.00g151910",0,0,0,0,4.820135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","PGEN_.00g152330","PGEN_.00g152330",0,0,0,0,4.335195,"Q9BYG0;D3DNS5;Q59FE3;Q7L9Z5;Q8WWP9",84002,"B3GNT5","Lactosylceramide 13-N-acetyl-beta-D-glucosaminyltransferase","UDP-GlcNAc:beta-Gal beta-13-N-acetylglucosaminyltransferase 5","GO:0000139;GO:0016021;GO:0008457;GO:0016757;GO:0047256;GO:0008499;GO:0007420;GO:0007417;GO:0009247;GO:0016266;GO:0006486","GO:0007420;GO:0007417;GO:0009247;GO:0016266;GO:0006486","GO:0000139;GO:0016021","GO:0008457;GO:0016757;GO:0047256;GO:0008499","GO:0048856;GO:0048856;GO:0006629;GO:1901135;GO:0006486;GO:1901135;GO:1901135","anatomical structure development;anatomical structure development;lipid metabolic process;carbohydrate derivative metabolic process;protein glycosylation;carbohydrate derivative metabolic process;carbohydrate derivative metabolic process"
"379","PGEN_.00g152480","PGEN_.00g152480",0,0,0,0,2.918625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","PGEN_.00g153640","PGEN_.00g153640",0,0,0,0,1.723194,"B0BM39",100144960,"tspan9","Tetraspanin-9","Hydantoinase","GO:0005887","","GO:0005887","",NA,NA
"381","PGEN_.00g154120","PGEN_.00g154120",0,0,0,0,0.047093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","PGEN_.00g154240","PGEN_.00g154240",0,0,0,0,23.792287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","PGEN_.00g154280","PGEN_.00g154280",0,0,0,0,0.022238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","PGEN_.00g154820","PGEN_.00g154820",0,0,0,0,0.24052,"P17635",100009119,"FMO2","Dimethylaniline monooxygenase [N-oxide-forming] 2","Pulmonary flavin-containing monooxygenase 2","GO:0005789;GO:0016021;GO:0016020;GO:0050660;GO:0004499;GO:0050661;GO:0070995","GO:0070995","GO:0005789;GO:0016021;GO:0016020","GO:0050660;GO:0004499;GO:0050661","GO:0055086","nucleobase-containing small molecule metabolic process"
"385","PGEN_.00g155270","PGEN_.00g155270",0,0,0,0,18.914556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","PGEN_.00g155390","PGEN_.00g155390",0,0,0,0,14.002029,"Q9VUL9;Q8SYT5",39653,"FucTA","Glycoprotein 3-alpha-L-fucosyltransferase A","Core alpha-(13)-fucosyltransferase","GO:0032580;GO:0005797;GO:0016021;GO:0046920;GO:0008417;GO:0018392;GO:0036065;GO:0036071;GO:0007399;GO:0006486","GO:0036065;GO:0036071;GO:0007399;GO:0006486","GO:0032580;GO:0005797;GO:0016021","GO:0046920;GO:0008417;GO:0018392","GO:0048856;GO:1901135","anatomical structure development;carbohydrate derivative metabolic process"
"387","PGEN_.00g157010","PGEN_.00g157010",0,0,0,0,5.74535,"C7G0B5",NA,"","Protein Pif80","Aragonite-binding protein","GO:0005576;GO:0008061","","GO:0005576","GO:0008061",NA,NA
"388","PGEN_.00g157680","PGEN_.00g157680",0,0,0,0,18.562471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","PGEN_.00g157800","PGEN_.00g157800",0,0,0,0,1.203508,"A0A1B0GU71",NA,"CFAP97D2","Uncharacterized protein CFAP97D2","CFAP97 domain-containing protein 2","","","","",NA,NA
"390","PGEN_.00g159340","PGEN_.00g159340",0,0,0,0,0.349651,"Q9TT38",100008748,"PLA2G4A","Lysophospholipase","Phosphatidylcholine 2-acylhydrolase","GO:0005737;GO:0000139;GO:0005635;GO:0005509;GO:0047498;GO:0005544;GO:0047499;GO:1902387;GO:0004622;GO:0008374;GO:0102545;GO:0032266;GO:0070273;GO:0010314;GO:0019369;GO:0006071;GO:0019370;GO:0006640;GO:0034638;GO:0034478;GO:0001516","GO:0019369;GO:0006071;GO:0019370;GO:0006640;GO:0034638;GO:0034478;GO:0001516","GO:0005737;GO:0000139;GO:0005635","GO:0005509;GO:0047498;GO:0005544;GO:0047499;GO:1902387;GO:0004622;GO:0008374;GO:0102545;GO:0032266;GO:0070273;GO:0010314","GO:0006629;GO:0005975;GO:0006629;GO:0006629;GO:0006629;GO:0006629","lipid metabolic process;carbohydrate metabolic process;lipid metabolic process;lipid metabolic process;lipid metabolic process;lipid metabolic process"
"391","PGEN_.00g159850","PGEN_.00g159850",0,0,0,0,2.13595,"Q9R0W9;Q3UEY4;Q8K0A7",11440,"Chrna6","Neuronal acetylcholine receptor subunit alpha-6","Putative heme chaperone","GO:0005892;GO:0098691;GO:0005887;GO:0099055;GO:0099056;GO:0016020;GO:0043005;GO:0032991;GO:0045202;GO:0022848;GO:0030594;GO:0004888;GO:0007268;GO:0034220;GO:0051899;GO:0050877;GO:0014059;GO:0042391;GO:2000300;GO:0007165","GO:0007268;GO:0034220;GO:0051899;GO:0050877;GO:0014059;GO:0042391;GO:2000300;GO:0007165","GO:0005892;GO:0098691;GO:0005887;GO:0099055;GO:0099056;GO:0016020;GO:0043005;GO:0032991;GO:0045202","GO:0022848;GO:0030594;GO:0004888","GO:0023052;GO:0055085;GO:0023052;GO:0016192;GO:0023052;GO:0023052","signaling;transmembrane transport;signaling;vesicle-mediated transport;signaling;signaling"
"392","PGEN_.00g160990","PGEN_.00g160990",0,0,0,0,0.095501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","PGEN_.00g161430","PGEN_.00g161430",0,0,0,0,0.949582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","PGEN_.00g162870","PGEN_.00g162870",0,0,0,0,0.695534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","PGEN_.00g163610","PGEN_.00g163610",0,0,0,0,0.645248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","PGEN_.00g163690","PGEN_.00g163690",0,0,0,0,0.476352,"P51865",NA,"Tdgf1","Teratocarcinoma-derived growth factor","Epidermal growth factor-like Cripto protein","GO:0031225;GO:0016324;GO:0009986;GO:0005737;GO:0005576;GO:0005615;GO:0019897;GO:0005794;GO:0045121;GO:0005634;GO:0048471;GO:0005886;GO:0070697;GO:0015026;GO:0008083;GO:0038100;GO:0005102;GO:0070698;GO:0017147;GO:0048856;GO:0009948;GO:0008595;GO:0009952;GO:0001568;GO:0055007;GO:0030154;GO:0007368;GO:0007369;GO:0007507;GO:0001701;GO:0001763;GO:0030512;GO:0038092;GO:0030335;GO:0008284;GO:0001954;GO:0048146;GO:0043406;GO:0045944;GO:0030334;GO:0009966;GO:0001570","GO:0048856;GO:0009948;GO:0008595;GO:0009952;GO:0001568;GO:0055007;GO:0030154;GO:0007368;GO:0007369;GO:0007507;GO:0001701;GO:0001763;GO:0030512;GO:0038092;GO:0030335;GO:0008284;GO:0001954;GO:0048146;GO:0043406;GO:0045944;GO:0030334;GO:0009966;GO:0001570","GO:0031225;GO:0016324;GO:0009986;GO:0005737;GO:0005576;GO:0005615;GO:0019897;GO:0005794;GO:0045121;GO:0005634;GO:0048471;GO:0005886","GO:0070697;GO:0015026;GO:0008083;GO:0038100;GO:0005102;GO:0070698;GO:0017147","GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0023052;GO:0023052;GO:0048870;GO:0007155;GO:0023052;GO:0006351;GO:0006355;GO:0048870;GO:0023052;GO:0030154;GO:0048856","anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;signaling;signaling;cell motility;cell adhesion;signaling;DNA-templated transcription;regulation of DNA-templated transcription;cell motility;signaling;cell differentiation;anatomical structure development"
"397","PGEN_.00g163980","PGEN_.00g163980",0,0,0,0,0.768872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","PGEN_.00g165440","PGEN_.00g165440",0,0,0,0,9.158256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","PGEN_.00g165660","PGEN_.00g165660",0,0,0,0,0.276442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","PGEN_.00g165940","PGEN_.00g165940",0,0,0,0,1.738835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","PGEN_.00g167040","PGEN_.00g167040",0,0,0,0,0.09326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","PGEN_.00g167290","PGEN_.00g167290",0,0,0,0,1.639258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","PGEN_.00g167490","PGEN_.00g167490",0,0,0,0,5.411228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","PGEN_.00g168530","PGEN_.00g168530",0,0,0,0,86.315021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","PGEN_.00g168710","PGEN_.00g168710",0,0,0,0,3.657667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","PGEN_.00g168760","PGEN_.00g168760",0,0,0,0,0.034286,"Q9XTY1;J7SA55;J7SF90",180365,"gcy-22","Receptor-type guanylate cyclase gcy-22","Long-chain fatty acid omega-monooxygenase","GO:0016021;GO:0005886;GO:0005524;GO:0005525;GO:0004383;GO:0001653;GO:0004672;GO:0008306;GO:0006182;GO:0007635;GO:0006935;GO:0035556;GO:0050850;GO:0007168;GO:0010035;GO:0010226;GO:0032026;GO:1904640;GO:1902074;GO:0007165","GO:0008306;GO:0006182;GO:0007635;GO:0006935;GO:0035556;GO:0050850;GO:0007168;GO:0010035;GO:0010226;GO:0032026;GO:1904640;GO:1902074;GO:0007165","GO:0016021;GO:0005886","GO:0005524;GO:0005525;GO:0004383;GO:0001653;GO:0004672","GO:0050877;GO:0055086;GO:1901135;GO:0023052;GO:0023052;GO:0023052;GO:0023052","nervous system process;nucleobase-containing small molecule metabolic process;carbohydrate derivative metabolic process;signaling;signaling;signaling;signaling"
"407","PGEN_.00g168940","PGEN_.00g168940",0,0,0,0,1.029497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","PGEN_.00g169070","PGEN_.00g169070",0,0,0,0,821.790237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","PGEN_.00g170460","PGEN_.00g170460",0,0,0,0,7.141302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","PGEN_.00g171240","PGEN_.00g171240",0,0,0,0,0.633724,"Q5VIY5;A8MV20;Q5CZB8;Q5VIY4;Q68DI7",90333,"ZNF468","Zinc finger protein 468","Peroxisomal long-chain acyl-CoA thioesterase 1","GO:0005634;GO:0000981;GO:0046872;GO:0000978;GO:0006357","GO:0006357","GO:0005634","GO:0000981;GO:0046872;GO:0000978","GO:0006351;GO:0006355","DNA-templated transcription;regulation of DNA-templated transcription"
"411","PGEN_.00g171710","PGEN_.00g171710",0,0,0,0,0.290585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","PGEN_.00g172020","PGEN_.00g172020",0,0,0,0,1.203189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","PGEN_.00g172040","PGEN_.00g172040",0,0,0,0,0.022114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","PGEN_.00g172660","PGEN_.00g172660",0,0,0,0,1.925575,"P85315",NA,"burs3","Bursicon","Bursicon subunit alpha","GO:0005576;GO:0005179;GO:0007593;GO:0048067","GO:0007593;GO:0048067","GO:0005576","GO:0005179","GO:0048856","anatomical structure development"
"415","PGEN_.00g172950","PGEN_.00g172950",0,0,0,0,694.995192,"P51909",100735684,"APOD","Apolipoprotein D","CYPIVF6","GO:0022626;GO:0030425;GO:0005783;GO:0005615;GO:0043025;GO:0048471;GO:0015485;GO:0007568;GO:0007420;GO:0006006;GO:0006629;GO:0006869;GO:1900016;GO:0051895;GO:0060588;GO:0071638;GO:0010642;GO:0042308;GO:0048662;GO:2000098;GO:2000405;GO:0014012;GO:0048678;GO:0000302;GO:0042246","GO:0007568;GO:0007420;GO:0006006;GO:0006629;GO:0006869;GO:1900016;GO:0051895;GO:0060588;GO:0071638;GO:0010642;GO:0042308;GO:0048662;GO:2000098;GO:2000405;GO:0014012;GO:0048678;GO:0000302;GO:0042246","GO:0022626;GO:0030425;GO:0005783;GO:0005615;GO:0043025;GO:0048471","GO:0015485","GO:0048856;GO:0005975;GO:0006954;GO:0007155;GO:0034330;GO:0006629;GO:0023052;GO:0006886;GO:0006913;GO:0007155;GO:0002376;GO:0048870;GO:0030154;GO:0048856;GO:0048856","anatomical structure development;carbohydrate metabolic process;inflammatory response;cell adhesion;cell junction organization;lipid metabolic process;signaling;intracellular protein transport;nucleocytoplasmic transport;cell adhesion;immune system process;cell motility;cell differentiation;anatomical structure development;anatomical structure development"
"416","PGEN_.00g173130","PGEN_.00g173130",0,0,0,0,10.448001,"Q9YH64",NA,"cyp1a1","Cytochrome P450 1A1","CYPIA1","GO:0005789;GO:0070330;GO:0020037;GO:0005506","","GO:0005789","GO:0070330;GO:0020037;GO:0005506",NA,NA
"417","PGEN_.00g173850","PGEN_.00g173850",0,0,0,0,0.971146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","PGEN_.00g173860","PGEN_.00g173860",0,0,0,0,3.827764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","PGEN_.00g174210","PGEN_.00g174210",0,0,0,0,5.216088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","PGEN_.00g174350","PGEN_.00g174350",0,0,0,0,1.713246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","PGEN_.00g174370","PGEN_.00g174370",0,0,0,0,2.484966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","PGEN_.00g174500","PGEN_.00g174500",0,0,0,0,0.091647,"Q8BFQ6",224132,"Slc49a4","Solute carrier family 49 member 4","Disrupted in renal carcinoma protein 2 homolog","GO:0016021;GO:0043231;GO:0005765","","GO:0016021;GO:0043231;GO:0005765","",NA,NA
"423","PGEN_.00g175260","PGEN_.00g175260",0,0,0,0,2.25942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","PGEN_.00g175360","PGEN_.00g175360",0,0,0,0,0.088174,"O54904;Q91V52",26877,"B3galt1","Beta-13-galactosyltransferase 1","UDP-galactose:beta-N-acetyl-glucosamine-beta-13-galactosyltransferase 1","GO:0000139;GO:0016021;GO:0047275;GO:0016757;GO:0008499;GO:0008194;GO:0006682;GO:0030259;GO:0009312;GO:0006486","GO:0006682;GO:0030259;GO:0009312;GO:0006486","GO:0000139;GO:0016021","GO:0047275;GO:0016757;GO:0008499;GO:0008194","GO:0006629;GO:1901135;GO:0006629;GO:0005975;GO:1901135","lipid metabolic process;carbohydrate derivative metabolic process;lipid metabolic process;carbohydrate metabolic process;carbohydrate derivative metabolic process"
"425","PGEN_.00g175850","PGEN_.00g175850",0,0,0,0,0.10579,"P32017",NA,"COL9A3","Collagen alpha-3(IX) chain","Ribosomal RNA-processing protein 42","GO:0005604;GO:0005594;GO:0031012;GO:0005615;GO:0005201;GO:0030198;GO:0008585;GO:0008584","GO:0030198;GO:0008585;GO:0008584","GO:0005604;GO:0005594;GO:0031012;GO:0005615","GO:0005201","GO:0022414;GO:0048856;GO:0022414;GO:0048856","reproductive process;anatomical structure development;reproductive process;anatomical structure development"
"426","PGEN_.00g176160","PGEN_.00g176160",0,0,0,0,0.917606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","PGEN_.00g178510","PGEN_.00g178510",0,0,0,0,0.459321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","PGEN_.00g178810","PGEN_.00g178810",0,0,0,0,0.095251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","PGEN_.00g178840","PGEN_.00g178840",0,0,0,0,1.034978,"Q924H0;Q8BKR6",104443,"Npffr2","Neuropeptide FF receptor 2","Neuropeptide NPFF receptor","GO:0015629;GO:0005887;GO:0005886;GO:0004930;GO:0008188;GO:0031628;GO:0042277;GO:0007186;GO:0045761;GO:2000479;GO:0043408","GO:0007186;GO:0045761;GO:2000479;GO:0043408","GO:0015629;GO:0005887;GO:0005886","GO:0004930;GO:0008188;GO:0031628;GO:0042277","GO:0023052;GO:0023052","signaling;signaling"
"430","PGEN_.00g178880","PGEN_.00g178880",0,0,0,0,0.191003,"Q9Z137",64544,"B3gat2","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2","UDP-glucuronosyltransferase S","GO:0000139;GO:0016021;GO:0015018;GO:0046872;GO:0016051;GO:0005975;GO:0050650;GO:0006486","GO:0016051;GO:0005975;GO:0050650;GO:0006486","GO:0000139;GO:0016021","GO:0015018;GO:0046872","GO:0005975;GO:1901135;GO:1901135","carbohydrate metabolic process;carbohydrate derivative metabolic process;carbohydrate derivative metabolic process"
"431","PGEN_.00g180090","PGEN_.00g180090",0,0,0,0,1.974152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
